item_id	source_id	order_key	page_id	item_kind	source_label	title	locator	public_group	public_slug	review_ref
IT-TASAKI2020-0042	TASAKI2020	000023.0009	PG-TASAKI2020-0023	unlabeled	NONE	NONE	PDF p. 23; print p. 7; §1.2; paragraph 2; atom 2	Chapter 01	chapter-01	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0043	TASAKI2020	000023.0010	PG-TASAKI2020-0023	unlabeled	NONE	NONE	PDF p. 23; print p. 7; §1.2; paragraph 2; atom 3	Chapter 01	chapter-01	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0044	TASAKI2020	000023.0011	PG-TASAKI2020-0023	unlabeled	NONE	NONE	PDF p. 23; print p. 7; §1.2; paragraph 2; audit split atom 7/15	Chapter 01	chapter-01	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0045	TASAKI2020	000023.0012	PG-TASAKI2020-0023	unlabeled	NONE	NONE	PDF p. 23; print p. 7; §1.2; paragraph 3	Chapter 01	chapter-01	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0046	TASAKI2020	000023.0016	PG-TASAKI2020-0023	unlabeled	NONE	NONE	PDF p. 23; print p. 7; §1.2; paragraph 4	Chapter 01	chapter-01	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0047	TASAKI2020	000023.0020	PG-TASAKI2020-0023	unlabeled	NONE	NONE	PDF p. 23; print p. 7; §1.2; paragraph 5	Chapter 01	chapter-01	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0048	TASAKI2020	000024.0001	PG-TASAKI2020-0024	unlabeled	NONE	NONE	PDF p. 24; print p. 8; §1.2; opening continuation paragraph	Chapter 01	chapter-01	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0049	TASAKI2020	000024.0004	PG-TASAKI2020-0024	unlabeled	NONE	NONE	PDF p. 24; print p. 8; §1.2; paragraph beginning “In this part”	Chapter 01	chapter-01	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0050	TASAKI2020	000024.0005	PG-TASAKI2020-0024	unlabeled	NONE	NONE	PDF p. 24; print p. 8; §1.2; Heisenberg-history and Hubbard-introduction paragraphs	Chapter 01	chapter-01	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0051	TASAKI2020	000024.0007	PG-TASAKI2020-0024	equation	equation (1.2.6)	NONE	PDF p. 24; print p. 8; §1.2; equation (1.2.6)	Chapter 01	chapter-01	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0052	TASAKI2020	000024.0008	PG-TASAKI2020-0024	unlabeled	NONE	NONE	PDF p. 24; print p. 8; §1.2; paragraph 3, atom 2	Chapter 01	chapter-01	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0053	TASAKI2020	000028.0001	PG-TASAKI2020-0028	unlabeled	NONE	NONE	PDF p. 28; print p. 13; §2.1; paragraph 2	Chapter 02	chapter-02	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0054	TASAKI2020	000028.0002	PG-TASAKI2020-0028	equation	equation (2.1.1)	NONE	PDF p. 28; print p. 13; §2.1; equation (2.1.1)	Chapter 02	chapter-02	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0055	TASAKI2020	000029.0001	PG-TASAKI2020-0029	equation	equation (2.1.2)	NONE	PDF p. 29; print p. 14; §2.1; equation (2.1.2)	Chapter 02	chapter-02	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0056	TASAKI2020	000029.0002	PG-TASAKI2020-0029	equation	equation (2.1.3)	NONE	PDF p. 29; print p. 14; §2.1; equation (2.1.3)	Chapter 02	chapter-02	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0057	TASAKI2020	000029.0003	PG-TASAKI2020-0029	equation	equation (2.1.4)	NONE	PDF p. 29; print p. 14; §2.1; equation (2.1.4)	Chapter 02	chapter-02	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0058	TASAKI2020	000029.0004	PG-TASAKI2020-0029	equation	equation (2.1.5)	NONE	PDF p. 29; print p. 14; §2.1; equation (2.1.5)	Chapter 02	chapter-02	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0059	TASAKI2020	000029.0005	PG-TASAKI2020-0029	equation	equation (2.1.6)	NONE	PDF p. 29; print p. 14; §2.1; equation (2.1.6)	Chapter 02	chapter-02	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0060	TASAKI2020	000029.0006	PG-TASAKI2020-0029	unlabeled	NONE	NONE	PDF p. 29; print p. 14; §2.1; paragraph 2, atom 2	Chapter 02	chapter-02	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0061	TASAKI2020	000030.0001	PG-TASAKI2020-0030	equation	equation (2.1.7)	NONE	PDF p. 30; print p. 15; §2.1; equation (2.1.7)	Chapter 02	chapter-02	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0062	TASAKI2020	000030.0002	PG-TASAKI2020-0030	equation	equation (2.1.8)	NONE	PDF p. 30; print p. 15; §2.1; equation (2.1.8)	Chapter 02	chapter-02	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0063	TASAKI2020	000030.0003	PG-TASAKI2020-0030	equation	equation (2.1.9)	NONE	PDF p. 30; print p. 15; §2.1; equation (2.1.9)	Chapter 02	chapter-02	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0064	TASAKI2020	000030.0004	PG-TASAKI2020-0030	problem	Problem 2.1.a	NONE	PDF p. 30; print p. 15; §2.1; Problem 2.1.a	Chapter 02	chapter-02	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0065	TASAKI2020	000030.0005	PG-TASAKI2020-0030	unlabeled	NONE	NONE	PDF p. 30; print p. 15; §2.1; paragraph 6, atom 1	Chapter 02	chapter-02	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0066	TASAKI2020	000030.0006	PG-TASAKI2020-0030	unlabeled	NONE	NONE	PDF p. 30; print p. 15; §2.1; paragraph 6, atom 2	Chapter 02	chapter-02	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0067	TASAKI2020	000030.0007	PG-TASAKI2020-0030	unlabeled	NONE	NONE	PDF p. 30; print p. 15; §2.1; paragraph 6, atom 3	Chapter 02	chapter-02	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0068	TASAKI2020	000030.0008	PG-TASAKI2020-0030	equation	equation (2.1.10)	NONE	PDF p. 30; print p. 15; §2.1; equation (2.1.10)	Chapter 02	chapter-02	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0069	TASAKI2020	000031.0001	PG-TASAKI2020-0031	unlabeled	NONE	NONE	PDF p. 31; print p. 16; §2.1; paragraph 2	Chapter 02	chapter-02	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0070	TASAKI2020	000031.0002	PG-TASAKI2020-0031	equation	equation (2.1.11)	NONE	PDF p. 31; print p. 16; §2.1; equation (2.1.11)	Chapter 02	chapter-02	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0071	TASAKI2020	000031.0003	PG-TASAKI2020-0031	equation	equation (2.1.12)	NONE	PDF p. 31; print p. 16; §2.1; equation (2.1.12)	Chapter 02	chapter-02	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0072	TASAKI2020	000031.0004	PG-TASAKI2020-0031	equation	equation (2.1.13)	NONE	PDF p. 31; print p. 16; §2.1; equation (2.1.13)	Chapter 02	chapter-02	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0073	TASAKI2020	000031.0005	PG-TASAKI2020-0031	equation	equation (2.1.14)	NONE	PDF p. 31; print p. 16; §2.1; equation (2.1.14)	Chapter 02	chapter-02	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0074	TASAKI2020	000031.0006	PG-TASAKI2020-0031	equation	equation (2.1.15)	NONE	PDF p. 31; print p. 16; §2.1; equation (2.1.15)	Chapter 02	chapter-02	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0075	TASAKI2020	000031.0007	PG-TASAKI2020-0031	equation	equation (2.1.16)	NONE	PDF p. 31; print p. 16; §2.1; equation (2.1.16)	Chapter 02	chapter-02	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0076	TASAKI2020	000031.0008	PG-TASAKI2020-0031	equation	equation (2.1.17)	NONE	PDF p. 31; print p. 16; §2.1; equation (2.1.17)	Chapter 02	chapter-02	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0077	TASAKI2020	000031.0009	PG-TASAKI2020-0031	equation	equation (2.1.18)	NONE	PDF p. 31; print p. 16; §2.1; equation (2.1.18)	Chapter 02	chapter-02	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0078	TASAKI2020	000031.0010	PG-TASAKI2020-0031	unlabeled	NONE	NONE	PDF p. 31; print p. 16; §2.1; paragraph 12	Chapter 02	chapter-02	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0079	TASAKI2020	000032.0001	PG-TASAKI2020-0032	unlabeled	NONE	NONE	PDF p. 32; print p. 17; §2.1; paragraph 2, atom 1	Chapter 02	chapter-02	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0080	TASAKI2020	000032.0002	PG-TASAKI2020-0032	equation	equation (2.1.19)	NONE	PDF p. 32; print p. 17; §2.1; equation (2.1.19)	Chapter 02	chapter-02	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0081	TASAKI2020	000032.0003	PG-TASAKI2020-0032	equation	equation (2.1.20)	NONE	PDF p. 32; print p. 17; §2.1; equation (2.1.20)	Chapter 02	chapter-02	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0082	TASAKI2020	000032.0004	PG-TASAKI2020-0032	equation	equation (2.1.21)	NONE	PDF p. 32; print p. 17; §2.1; equation (2.1.21)	Chapter 02	chapter-02	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0083	TASAKI2020	000032.0005	PG-TASAKI2020-0032	equation	equation (2.1.22)	NONE	PDF p. 32; print p. 17; §2.1; equation (2.1.22)	Chapter 02	chapter-02	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0084	TASAKI2020	000032.0006	PG-TASAKI2020-0032	unlabeled	NONE	NONE	PDF p. 32; print p. 17; §2.1; paragraph 8	Chapter 02	chapter-02	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0085	TASAKI2020	000032.0007	PG-TASAKI2020-0032	equation	equation (2.1.23)	NONE	PDF p. 32; print p. 17; §2.1; equation (2.1.23)	Chapter 02	chapter-02	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0086	TASAKI2020	000033.0001	PG-TASAKI2020-0033	equation	equation (2.1.24)	NONE	PDF p. 33; print p. 18; §2.1; equation (2.1.24)	Chapter 02	chapter-02	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0087	TASAKI2020	000033.0002	PG-TASAKI2020-0033	equation	equation (2.1.25)	NONE	PDF p. 33; print p. 18; §2.1; equation (2.1.25)	Chapter 02	chapter-02	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0088	TASAKI2020	000033.0003	PG-TASAKI2020-0033	equation	equation (2.1.26)	NONE	PDF p. 33; print p. 18; §2.1; equation (2.1.26)	Chapter 02	chapter-02	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0089	TASAKI2020	000033.0004	PG-TASAKI2020-0033	problem	Problem 2.1.b	NONE	PDF p. 33; print p. 18; §2.1; Problem 2.1.b	Chapter 02	chapter-02	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0090	TASAKI2020	000033.0005	PG-TASAKI2020-0033	problem	Problem 2.1.c	NONE	PDF p. 33; print p. 18; §2.1; Problem 2.1.c	Chapter 02	chapter-02	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0091	TASAKI2020	000033.0006	PG-TASAKI2020-0033	problem	Problem 2.1.d	NONE	PDF p. 33; print p. 18; §2.1; Problem 2.1.d	Chapter 02	chapter-02	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0092	TASAKI2020	000033.0007	PG-TASAKI2020-0033	problem	Problem 2.1.e	NONE	PDF p. 33; print p. 18; §2.1; Problem 2.1.e	Chapter 02	chapter-02	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0093	TASAKI2020	000034.0001	PG-TASAKI2020-0034	equation	equation (2.1.27)	NONE	PDF p. 34; print p. 19; §2.1; equation (2.1.27)	Chapter 02	chapter-02	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0094	TASAKI2020	000034.0002	PG-TASAKI2020-0034	unlabeled	NONE	NONE	PDF p. 34; print p. 19; §2.1; paragraph 3	Chapter 02	chapter-02	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0095	TASAKI2020	000034.0003	PG-TASAKI2020-0034	equation	equation (2.1.28)	NONE	PDF p. 34; print p. 19; §2.1; equation (2.1.28)	Chapter 02	chapter-02	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0096	TASAKI2020	000034.0004	PG-TASAKI2020-0034	problem	Problem 2.1.f	NONE	PDF p. 34; print p. 19; §2.1; Problem 2.1.f	Chapter 02	chapter-02	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0097	TASAKI2020	000034.0005	PG-TASAKI2020-0034	equation	equation (2.1.29)	NONE	PDF p. 34; print p. 19; §2.1; equation (2.1.29)	Chapter 02	chapter-02	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0098	TASAKI2020	000034.0006	PG-TASAKI2020-0034	equation	equation (2.1.30)	NONE	PDF p. 34; print p. 19; §2.1; equation (2.1.30)	Chapter 02	chapter-02	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0099	TASAKI2020	000034.0007	PG-TASAKI2020-0034	unlabeled	NONE	NONE	PDF p. 34; print p. 19; §2.1; paragraph 7	Chapter 02	chapter-02	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0100	TASAKI2020	000035.0001	PG-TASAKI2020-0035	unlabeled	NONE	NONE	PDF p. 35; print p. 20; §2.1; paragraph 2	Chapter 02	chapter-02	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0101	TASAKI2020	000035.0002	PG-TASAKI2020-0035	equation	equation (2.1.31)	NONE	PDF p. 35; print p. 20; §2.1; equation (2.1.31)	Chapter 02	chapter-02	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0102	TASAKI2020	000035.0003	PG-TASAKI2020-0035	equation	equation (2.1.32)	NONE	PDF p. 35; print p. 20; §2.1; equation (2.1.32)	Chapter 02	chapter-02	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0103	TASAKI2020	000035.0004	PG-TASAKI2020-0035	equation	equation (2.1.33)	NONE	PDF p. 35; print p. 20; §2.1; equation (2.1.33)	Chapter 02	chapter-02	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0104	TASAKI2020	000035.0005	PG-TASAKI2020-0035	equation	equation (2.1.34)	NONE	PDF p. 35; print p. 20; §2.1; equation (2.1.34)	Chapter 02	chapter-02	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
IT-TASAKI2020-0105	TASAKI2020	000035.0006	PG-TASAKI2020-0035	problem	Problem 2.1.g	NONE	PDF p. 35; print p. 20; §2.1; Problem 2.1.g	Chapter 02	chapter-02	PUBLIC-DOCS-SOURCE-ITEM-REVIEW-V1
